1.960552841	2.590412722	1	0	0
2.877766232	2.623995049	1	0	0
2.01269263	3.25923941	1	0	0
2.358303524	3.353427288	1	0	0
3.348531506	2.637332233	1	0	0
1.651297725	3.532850072	1	0	0
3.317404233	3.61775849	1	0	0
3.86142324	3.897672359	1	0	0
2.438069997	4.70504403	1	0	0
2.519457547	3.483042995	1	0	0
3.95388343	4.147443396	1	0	0
3.43135745	4.181052591	1	0	0
4.623311729	1.987345601	1	0	0
3.550204034	2.285478784	1	0	0
1.480956423	2.295920298	1	0	0
5.263565944	2.097466077	1	0	0
3.489807393	4.131387853	1	0	0
1.71266793	4.547270829	1	0	0
4.355602692	3.205661604	1	0	0
4.669926456	2.816346475	1	0	0
3.239950827	2.981815373	1	0	0
6.360986676	3.650718525	1	0	0
1.652819515	1.943440108	1	0	0
1.503530764	1.69926647	1	0	0
2.153671077	3.54607591	1	0	0
2.31350873	3.032847439	1	0	0
3.287350162	4.000128218	1	0	0
2.640519184	3.272625859	1	0	0
3.391240895	3.364222336	1	0	0
2.800886933	3.32192139	1	0	0
3.058415284	2.31216708	1	0	0
2.083332088	2.303642945	1	0	0
1.906058622	1.783720983	1	0	0
4.448509509	2.957095548	1	0	0
4.067579353	2.898737051	1	0	0
2.167427832	2.21083264	1	0	0
2.829203062	3.534438481	1	0	0
3.986768803	3.202150998	1	0	0
2.530622157	3.303171736	1	0	0
1.802697522	2.647391446	1	0	0
2.948775869	2.347465316	1	0	0
1.511589471	2.525938582	1	0	0
0.868484707	2.718407059	1	0	0
4.886662794	2.302294511	1	0	0
1.513401916	3.168597334	1	0	0
3.312911738	3.509367768	1	0	0
3.119128166	4.596158119	1	0	0
4.590856003	2.402344357	1	0	0
3.53701678	2.340149712	1	0	0
1.837757672	2.317532749	1	0	0
1.841919354	3.125165141	1	0	0
4.010887075	3.887513005	1	0	0
3.504864145	1.283013406	1	0	0
3.260079605	3.341903376	1	0	0
5.160490129	3.307170986	1	0	0
3.705952915	3.434459873	1	0	0
2.557067713	2.845889815	1	0	0
2.4317937	2.150733076	1	0	0
1.708972875	2.536986778	1	0	0
4.849126032	2.481902577	1	0	0
3.280526822	3.797646434	1	0	0
