19.23907951	59.31349432
22.81113322	69.6612751
22.94758667	73.80580945
23.20579772	69.90491726
22.39609116	70.55035023
13.73418319	49.59918807
15.33556584	51.64001156
20.51739138	70.00289024
20.35707682	62.4088311
24.31902075	76.56910912
15.64826663	42.83483581
21.63562432	69.73099368
20.54995163	68.48476774
24.01966352	75.7349965
21.3283955	66.15396446
19.12024275	60.95535905
21.58668633	66.20967589
16.45574818	54.23750979
19.50330229	63.407277
18.62094554	62.13399116
25.95331797	82.25632499
20.34011086	65.18978001
21.58938606	70.09548999
24.91798216	78.70359132
17.71898982	61.66025252
19.03998701	65.24882875
23.14598748	75.34608904
18.4174313	66.48364066
20.69434929	65.27041559
16.58814323	52.30806101
18.95604729	57.14926104
19.22863501	63.06966993
23.44204084	72.19177479
20.54644538	60.70565204
21.62802825	74.24262013
16.50031864	53.559577
16.53186794	54.47376502
21.54097768	65.71770474
20.87135995	69.01885007
21.0753095	68.68009478
23.73058815	73.79887241
18.10988411	61.00715548
22.50669834	68.27713578
15.44763143	51.82647171
22.80667487	79.70912537
19.8133081	67.11974402
26.03524236	89.08638654
23.10706124	72.08000386
17.57347099	57.9332431
22.43542361	75.61296448
20.34726484	73.84743925
21.00594514	65.07495619
23.87808866	73.27697169
15.56328879	51.32738814
17.67335683	55.03464278
19.23311469	59.22246001
19.38624576	60.93447969
21.54426977	67.83625769
18.93014191	58.97368892
23.5929817	73.90020364
21.97621256	70.33022136
21.90213806	63.79411335
17.77871647	58.13057618
23.92901231	77.70357382
24.57017976	72.85605094
20.47976444	61.58815035
19.66046813	70.50002421
22.86425349	72.95040191
19.08036825	61.26740643
17.22036314	60.50636698
21.15913208	67.59173548
23.81738798	76.83527295
20.22466057	71.32580605
21.55944975	66.74772245
19.60118369	59.49423133
21.58697228	63.55258832
23.70489287	71.22263879
18.54655877	56.32629412
20.03486882	60.02623706
20.33716653	64.20617719
23.74412362	75.29821037
18.20703795	60.05815527
13.84442978	44.25720303
16.60323435	53.33220479
15.97617449	48.41317275
22.87899757	71.41457476
19.77240158	66.88767336
22.81676561	75.93290594
15.12907484	50.3868482
20.78989756	62.46743708
14.79861258	51.09444354
13.89859966	43.40284949
20.21501628	63.72299603
18.90075511	66.98246216
18.00135233	55.90181092
22.82364755	70.47566218
14.16852638	52.93665195
21.74110796	71.30254218
18.84589742	62.55334269
20.32216649	67.86943018
22.84638365	73.74776859
21.9143582	70.03332196
22.20116737	66.28988778
20.75130243	67.19287273
20.46079582	68.14153221
17.29687998	61.44849125
19.88717649	64.05120168
23.73331334	78.01446326
22.57833984	69.12526154
16.75182374	53.3361217
17.80998221	56.29992955
21.6177198	65.92514485
15.00218453	48.05723218
22.7846497	76.18673726
18.65329809	61.42265359
19.90278075	62.7363605
16.31231882	51.4299174
17.58558755	57.33301774
17.99322955	59.01519694
26.85148623	83.077313
21.52422173	64.20147706
15.3215567	52.25047457
22.98373986	68.99193459
25.18180705	79.19502374
21.22970826	64.92648932
18.57144523	66.05910238
19.8527186	60.68935452
18.12974567	56.18620329
21.48879207	71.48500509
18.39266689	60.45075054
16.44152645	56.17907974
